evidence,handicap,komi,w_id,w_mu,w_cat,l_id,l_mu,l_cat
0.1769711964784466,0,0.5,16,-2.51944,2k,69,-1.5,1k
0.9999995684471341,7,0.5,68,3.5,3d,18,-6.1615,5k
0.9999999920218894,9,0.5,67,5.5,5d,27,-8.1972,6k
0.9741460200616094,2,0.5,32,2.89716,2d,70,-1.5,1k
0.004852371231091613,4,0.5,20,-4.93546,3k,58,-1.91852,2d
0.7550030830597424,2,0.5,71,-1.5,1k,35,-3.68079,3k
0.9423796156024505,3,0.5,13,-4.16712,3k,57,-8.5002,6k
0.9999835452450436,3,0.5,7,2.34354,1d,15,-3.93703,3k
0.999950847126681,8,0.5,34,1.50349,1d,60,-8.5,8k
0.9986629472515126,3,0.5,34,1.50349,1d,35,-3.64759,3k
0.28042113773242794,0,0.5,11,1.1401,1k,34,1.50349,1d
0.9999964120376384,7,0.5,34,1.50349,1d,36,-7.62948,7k
0.9999983474603631,7,0.5,11,1.1401,1k,23,-8.06,8k
0.9952749642163635,4,0.5,11,1.1401,1k,59,-5.5,5k
0.00012742748691009113,2,0.5,35,-3.64759,3k,11,1.1401,1k
0.999931124874992,9,0.5,16,-2.45144,3k,61,-13.5,13k
0.9999922635059199,9,0.5,16,-2.45144,3k,64,-15.5,15k
0.9999807032739031,9,0.5,35,-3.64759,3k,62,-16.5,16k
0.9990449562813503,9,0.5,59,-5.5,5k,63,-16.5,16k
0.9902516038528217,8,0.5,59,-5.5,5k,61,-13.5,13k
0.7859174179342417,3,0.5,59,-5.5,5k,23,-8.06,8k
0.0013892612612189726,8,0.5,64,-15.5,15k,36,-7.62948,7k
0.9978439285182481,9,0.5,36,-7.62948,7k,65,-17.5,17k
0.9952842878632016,9,0.5,36,-7.62948,7k,62,-16.5,16k
0.0035955963825156515,8,0.5,62,-16.5,16k,60,-8.5,8k
0.007139851469257945,7,0.5,64,-15.5,15k,60,-8.5,8k
0.9826025276053846,8,0.5,60,-8.5,8k,63,-16.5,16k
0.9951551144534625,8,0.5,23,-8.06,8k,63,-16.5,16k
0.9977137760352183,9,0.5,23,-8.06,8k,65,-17.5,17k
0.8018114297129698,4,0.5,61,-13.5,13k,66,-17.5,17k
0.6190759077131367,2,0.5,61,-13.5,13k,64,-15.5,15k
0.5491929383657363,0,0.5,62,-16.5,16k,65,-17.5,17k
0.5491929383657363,0,0.5,63,-16.5,16k,66,-17.5,17k
0.4906772945515472,0,6.5,65,-17.5,17k,66,-17.5,17k
0.9999999920227985,0,6.5,7,2.02072,1d,28,-15.9251,15k
0.9998869441646654,0,6.5,18,-5.72242,6k,77,-15.5,15k
0.9985181621457322,0,6.5,30,-7.46418,7k,78,-15.5,15k
0.006247274379332303,0,6.5,79,1.5,1d,67,5.73295,5d
0.9999996554058251,0,6.5,16,-2.43358,2k,60,-9.68763,9k
0.9999999920227916,0,6.5,32,3.00204,2d,26,-7.90191,8k
0.9999964790354579,0,6.5,14,-2.29266,2k,73,-13.5,13k
0.9999382449757248,0,6.5,15,-3.992,4k,74,-13.5,13k
0.5243908442751217,0,6.5,34,1.68975,1d,75,1.5,1d
1.9917854083986493e-05,0,6.5,25,-8.6742,7k,35,-3.4433,3k
0.8664576378986684,0,6.5,36,-7.83839,7k,76,-10.5,10k
0.9999888646878883,0,6.5,81,-4.5,4k,61,-13.181,13k
0.9986255787413281,0,6.5,24,-8.50138,7k,83,-18.5,18k
0.9999997621549681,0,6.5,82,-7.5,7k,65,-18.8367,18k
0.9974915016175729,0,6.5,67,5.73295,5d,7,2.02072,1d
0.9965605809511621,0,6.5,16,-2.43358,2k,18,-5.72242,6k
