player,day,mean,variance,skill
o0,0,-392.6060909573202,295.4111767224751,-400
o1,0,-362.9274490056509,263.9846695301532,-360
o2,0,-310.8221569168315,228.6204830263914,-320
o3,0,-279.2239200528798,209.97585645745588,-280
o4,0,-242.87941124407774,193.3613432569401,-240
o5,0,-205.46022534200583,180.44611584766423,-200
o6,0,-144.46630336392087,167.9525533802742,-160
o7,0,-110.37364559899355,161.1142364338836,-120
o8,0,-77.894020199013,155.85662325706593,-80
o9,0,-13.064362275027678,150.63487051328866,-40
o10,0,-2.143866210799004,146.5224777164031,0
o11,0,40.691235878294975,150.22399374130353,40
o12,0,60.169019772515476,154.18604241085143,80
o13,0,114.2983761351393,160.6381474417139,120
o14,0,137.54276173195194,166.6457082670428,160
o15,0,194.78666502063027,177.93182217497275,200
o16,0,251.80735114239218,194.3578748122417,240
o17,0,287.72914049525116,211.16214636096973,280
o18,0,339.06453787162104,239.62519072898834,320
o19,0,342.91279617250575,250.5721892859326,360
o20,0,365.02461627961543,276.00910796020867,400
