player,day,mean,variance,skill
o0,0,-413.8216757345627,602.0303409444462,-400
o1,0,-405.48480647789546,567.0281206117571,-360
o2,0,-341.84270730035087,478.1502488226905,-320
o3,0,-282.19007009954976,421.2105822747182,-280
o4,0,-255.183464157679,395.36649589085897,-240
o5,0,-188.4375280582436,361.34286140425513,-200
o6,0,-178.68554314103122,351.6499832074751,-160
o7,0,-115.48747535396302,332.71540764801216,-120
o8,0,-74.3889749744385,321.4614710754388,-80
o9,0,-57.44472591609452,314.24599735075424,-40
o10,0,-17.922920982484136,306.4451067307981,0
o11,0,34.37951134476471,313.83153955702045,40
o12,0,92.31635024859168,323.71932894264336,80
o13,0,123.66802861851765,334.5990490355864,120
o14,0,161.03267468556004,349.4543659354999,160
o15,0,206.13749237047287,369.3124846253825,200
o16,0,291.7406654753089,417.46135654287,240
o17,0,300.9775841414291,433.5013490104492,280
o18,0,330.5628687805154,468.7752667234232,320
o19,0,391.8528148937976,548.0709397048399,360
o20,0,406.0945501638645,587.0972725371421,400
