player,day,mean,variance,skill
o0,0,-399.47492930249,293.3061039296869,-400
o1,0,-337.4858913706107,245.32331497071516,-360
o2,0,-331.8500833823673,233.43642181046494,-320
o3,0,-290.7507231774407,211.40289130764083,-280
o4,0,-260.1251770224566,197.1316327925822,-240
o5,0,-210.13682364792098,181.5758937290055,-200
o6,0,-150.58846595076417,169.6306284771726,-160
o7,0,-114.7260115657464,162.55528106516326,-120
o8,0,-76.42925470820275,157.61011432388997,-80
o9,0,-50.1286647979607,153.69192988859976,-40
o10,0,-11.871542872809824,150.44371500368575,0
o11,0,36.95974162942213,154.52806280007334,40
o12,0,66.49791390421828,159.5838334688883,80
o13,0,135.50266638571577,167.51385288668453,120
o14,0,170.633498111911,175.19962947396715,160
o15,0,192.9659718571412,182.476617838112,200
o16,0,244.0506492736941,196.83241624728132,240
o17,0,270.3464973520664,209.73419143570388,280
o18,0,357.7997492281009,250.43746299729384,320
o19,0,378.62685547467447,271.06431215941683,360
o20,0,428.48677729339,318.1940967526439,400
