player,day,mean,variance,skill
o0,0,-397.49554865762224,442.0500344252665,-400
o1,0,-369.66184538172615,398.8923092212672,-360
o2,0,-323.66090236061916,351.62400690923903,-320
o3,0,-290.63523459326115,322.68603808802493,-280
o4,0,-240.23288208948185,292.2241713567649,-240
o5,0,-214.06306589060196,275.85415668218633,-200
o6,0,-149.7882395740039,255.68363651214668,-160
o7,0,-99.63841076673208,244.00436567059222,-120
o8,0,-86.35706708193565,236.6173315862308,-80
o9,0,-42.38802328189591,228.07621822363436,-40
o10,0,6.074800400672544,221.25796621942658,0
o11,0,61.15859021637005,226.90377000242154,40
o12,0,92.10484414694862,233.270009778742,80
o13,0,126.22391505679803,241.5760187506287,120
o14,0,140.31783073480878,249.03819813579736,160
o15,0,181.49955032996866,262.30570134082126,200
o16,0,244.74169304851733,286.27961712638194,240
o17,0,299.6383778584977,319.86691517726547,280
o18,0,307.1599436117122,335.7137693233822,320
o19,0,338.96874289172405,369.5000254691683,360
o20,0,377.76846906248994,420.0550675455222,400
