player,day,mean,variance,skill
o0,0,-393.09406694918965,445.65876010115414,-400
o1,0,-296.2757921271394,345.1989790829094,-360
o2,0,-302.2728764807114,333.6351223990333,-320
o3,0,-259.3696475752801,300.3873402528709,-280
o4,0,-237.50158468299068,282.56985611498857,-240
o5,0,-196.39065181554324,262.7801165335362,-200
o6,0,-163.07129040098027,248.97794985680264,-160
o7,0,-129.783791221155,237.96277124651886,-120
o8,0,-68.13053913832593,227.55199196038834,-80
o9,0,-46.63745606451743,222.01409100729435,-40
o10,0,8.307137001581463,217.17054503982064,0
o11,0,36.22273524724078,222.998574347999,40
o12,0,63.217313723855106,231.45955124051054,80
o13,0,103.6434980319735,240.90950495959945,120
o14,0,148.42781387407322,253.65081666045734,160
o15,0,196.29836263464486,270.42269223500955,200
o16,0,230.92953466732274,288.4553085992079,240
o17,0,271.20039936389156,313.14028180360486,280
o18,0,317.0334868370124,348.3291399279782,320
o19,0,369.852874684745,404.06719997125384,360
o20,0,397.58379860813506,450.45897647021235,400
