player,day,mean,variance,skill
o0,0,-414.5303103156456,232.42383859038918,-400
o1,0,-352.15462178881836,192.060113679939,-360
o2,0,-321.8500315602319,174.45352739921532,-320
o3,0,-272.675207510235,155.52879031880312,-280
o4,0,-231.9493997141122,143.4221900192993,-240
o5,0,-198.13152444789498,134.85301718913936,-200
o6,0,-178.107064638647,129.27605833532914,-160
o7,0,-116.50904573170467,121.55584598530822,-120
o8,0,-75.88747519708423,117.2720656701811,-80
o9,0,-37.41557441417657,113.80771721408902,-40
o10,0,5.072364711165304,111.51211582213121,0
o11,0,45.03138334135829,114.32884491113411,40
o12,0,78.07048515080714,117.98594246855997,80
o13,0,100.53334699185602,121.79650266000903,120
o14,0,158.22468339688308,128.71459332496605,160
o15,0,196.79945230366403,136.25134781768398,200
o16,0,237.82234339474425,146.04567107310322,240
o17,0,277.47937974834554,157.94068408513277,280
o18,0,334.46407331819125,179.45765791295392,320
o19,0,358.9505053380098,195.5571727124826,360
o20,0,434.423965871674,245.95224690800964,400
