player,day,mean,variance,skill
o0,0,-423.11946505794117,463.5484369161328,-400
o1,0,-357.40364652782034,382.20423167325157,-360
o2,0,-325.8796041267974,348.0303577160894,-320
o3,0,-291.5453090175356,319.3224993536178,-280
o4,0,-258.38924419337854,296.1373242736604,-240
o5,0,-216.54799655283043,275.5262835553822,-200
o6,0,-166.5952145571396,259.40435668433855,-160
o7,0,-126.72859171344417,247.55183767294565,-120
o8,0,-92.34093145188396,239.86605402441668,-80
o9,0,-28.006710820990165,232.49619825675617,-40
o10,0,-2.3111277662192817,228.9212345991122,0
o11,0,49.94857500016393,235.1465514613488,40
o12,0,85.40572244643985,243.03536839977951,80
o13,0,120.80618020397871,252.34405514250045,120
o14,0,140.92298081324716,261.30832203727687,160
o15,0,191.78935304027877,277.06966522124094,200
o16,0,270.04640648608427,308.7220804457531,240
o17,0,268.398567574361,317.0874582068408,280
o18,0,361.1039954659057,379.9547412752435,320
o19,0,382.0044740229054,409.69923147509763,360
o20,0,481.31326608801413,555.2724247200259,400
