player,day,mean,variance,skill
o0,0,-409.60559985851415,910.1505245421503,-400
o1,0,-397.8126331876399,852.4057620867493,-360
o2,0,-366.94211195181043,765.1878738249115,-320
o3,0,-278.7851727431985,635.6123189514658,-280
o4,0,-239.9751887581107,585.464502959307,-240
o5,0,-154.36433277632563,530.2553220581655,-200
o6,0,-159.10641812293971,517.512387755189,-160
o7,0,-148.77590803943738,504.30271960292527,-120
o8,0,-53.88176898692536,475.6402957643357,-80
o9,0,-44.38938632761806,460.7390904885802,-40
o10,0,-11.93691196036756,448.24611651874534,0
o11,0,54.65592077397023,458.94357411243845,40
o12,0,58.71534345714464,468.25062518878866,80
o13,0,134.3332732288531,488.82717194933,120
o14,0,140.47828469697458,502.822055975929,160
o15,0,213.21387891783965,543.5439646686295,200
o16,0,255.03214631787594,587.9231819694273,240
o17,0,325.6310307969451,674.1854258011343,280
o18,0,339.2809568639219,710.0370936963241,320
o19,0,313.68486199029894,708.2335955458157,360
o20,0,389.27701652691894,857.6298510911861,400
