player,day,mean,variance,skill
o0,0,-399.6971797342069,299.53350728678225,-400
o1,0,-352.02847924908747,256.75867693571956,-360
o2,0,-336.87828221657475,239.49689868909473,-320
o3,0,-264.42361737197297,205.50332650414842,-280
o4,0,-214.78819538894962,187.8460002577881,-240
o5,0,-194.2867395208864,179.50847896217192,-200
o6,0,-175.65738419525604,172.13274070773292,-160
o7,0,-122.90529127181748,161.90896780727587,-120
o8,0,-70.08188843291535,154.83836975218736,-80
o9,0,-36.74604469920673,150.3154124633854,-40
o10,0,1.7926973163818611,146.86678075818108,0
o11,0,43.3442645225939,150.55423278420383,40
o12,0,69.30829532419645,154.90871242410466,80
o13,0,127.04680315542721,161.61600198096556,120
o14,0,150.40396646931455,168.149688302717,160
o15,0,218.5389932342038,183.1652708685559,200
o16,0,232.42037458262433,191.2640029211162,240
o17,0,249.90943815981805,201.04760540654198,280
o18,0,304.6557545771156,225.1458685837113,320
o19,0,357.3854926257274,259.40355145925366,360
o20,0,414.8164680061302,312.4785473491965,400
