player,day,mean,variance,skill
o0,0,-395.0139779258327,256.0099589283406,-400
o1,0,-346.45456795503804,217.62806353858372,-360
o2,0,-299.3352866859814,191.3984819043141,-320
o3,0,-259.82636946134846,173.9920651966442,-280
o4,0,-229.70079761702763,161.93295568703164,-240
o5,0,-182.40850592167203,149.47496047455687,-200
o6,0,-146.94800818180934,141.9522659498614,-160
o7,0,-125.5537751659467,136.681540012179,-120
o8,0,-87.80576193443567,131.62815810803545,-80
o9,0,-35.07636927140487,127.31208124606452,-40
o10,0,-8.430368990280547,124.50351023409691,0
o11,0,32.738122773825125,127.77159970234892,40
o12,0,86.94780023398569,132.74674888329744,80
o13,0,120.7356682130305,138.2837743671638,120
o14,0,143.53314380122765,144.0249981888127,160
o15,0,166.25948063313126,150.56389401100725,200
o16,0,243.0788598688794,167.17683911837375,240
o17,0,269.9898480153466,178.9932230522298,280
o18,0,328.6470486441675,203.94975107651004,320
o19,0,354.3400976970143,222.732812747159,360
o20,0,404.3461902713524,262.3156077569946,400
