player,day,mean,variance,skill
o0,0,-453.9227701511965,2096.4012308794345,-400
o1,0,-352.5025618550492,1560.317908282731,-360
o2,0,-335.57504085696854,1454.63506507446,-320
o3,0,-298.3536604566032,1316.75247474117,-280
o4,0,-222.26718328520056,1142.7533293139868,-240
o5,0,-198.89991807002804,1079.1688346192288,-200
o6,0,-158.98422864353296,1016.0287516435724,-160
o7,0,-89.46767165367218,957.1447331696056,-120
o8,0,-64.92809318905468,921.4099001450778,-80
o9,0,4.170205612192936,896.7047917372678,-40
o10,0,-28.21426944848577,878.8836109221527,0
o11,0,54.1541930470849,895.2466283394174,40
o12,0,79.34363155529918,922.4060711354159,80
o13,0,110.54256188999317,954.7742790477012,120
o14,0,106.0213611472942,977.8375711297991,160
o15,0,169.69641440445935,1045.0009758509075,200
o16,0,245.70460441140386,1162.1732529926303,240
o17,0,318.87168478719764,1343.877545106244,280
o18,0,284.75376395440327,1317.6890506420168,320
o19,0,400.138811264803,1730.057152678435,360
o20,0,409.9912475671177,1864.4330512072688,400
