player,day,mean,variance,skill
o0,0,-385.6351243944871,556.6520463019413,-400
o1,0,-337.27010512533315,484.02015778735233,-360
o2,0,-372.5394258043203,504.90476884159443,-320
o3,0,-289.08812443602426,422.21965277008326,-280
o4,0,-251.72223721944098,391.08503242683867,-240
o5,0,-199.35349068485726,362.15046489376164,-200
o6,0,-174.54882962267817,345.75732451498436,-160
o7,0,-108.4769932200907,328.72460723491207,-120
o8,0,-136.35639762339594,325.7140108491624,-80
o9,0,-66.22525490456073,312.18715280254753,-40
o10,0,26.260741037596244,306.03314007050903,0
o11,0,42.06925865626574,313.90944170829715,40
o12,0,109.42206614313955,327.44362893440166,80
o13,0,150.942055533116,339.91466266243674,120
o14,0,154.24939148515293,348.5264420390196,160
o15,0,189.3188840216033,365.5722479731306,200
o16,0,211.52978828516314,383.22612739954474,240
o17,0,313.8190473648831,445.8560741150931,280
o18,0,334.5460798290956,477.18940464016544,320
o19,0,387.5086228350943,545.119933731115,360
o20,0,448.10043653662547,659.41503775274,400
