player,day,mean,variance,skill
o0,0,-399.6362802122117,582.4167227865701,-400
o1,0,-392.6249592586747,548.3609040011702,-360
o2,0,-358.2403819401695,491.92724145316447,-320
o3,0,-261.87892576670924,409.63670806611657,-280
o4,0,-252.44954088201246,393.05300802373716,-240
o5,0,-220.67638040698733,370.62328707234616,-200
o6,0,-169.61129106290426,347.863587883153,-160
o7,0,-147.71398367090185,336.33153222349904,-120
o8,0,-52.881445975465134,318.94117575672436,-80
o9,0,-35.98534331143014,312.5324466399925,-40
o10,0,-3.1718427905666,306.0087215838599,0
o11,0,17.309088244528883,313.7099348125581,40
o12,0,83.20070862000172,323.46506698263903,80
o13,0,128.8693303282264,335.74571292917835,120
o14,0,158.6190051718843,350.55947063358025,160
o15,0,207.67837438341292,372.15248453900415,200
o16,0,258.24869966764714,401.4060998583463,240
o17,0,306.21066740455154,440.1007124562025,280
o18,0,322.6741539486619,464.26501335497505,320
o19,0,416.44770079379305,586.326375685995,360
o20,0,425.47188168187154,623.1935165426125,400
