player,day,mean,variance,skill
o0,0,-390.11283296957066,290.9612529492459,-400
o1,0,-335.4985203922975,245.08842218460214,-360
o2,0,-288.607297943641,217.02922719064745,-320
o3,0,-262.07708732961413,201.60380345757662,-280
o4,0,-239.83734103664747,189.90356842621864,-240
o5,0,-204.27758319174504,177.52472016720287,-200
o6,0,-166.852187734536,167.63450983486203,-160
o7,0,-124.93807672147412,159.7110039853171,-120
o8,0,-68.23876037107486,153.93922353325456,-80
o9,0,-63.19497699348026,150.4158983960484,-40
o10,0,1.0054362654308449,146.9243492154936,0
o11,0,31.918136571469393,150.96996902807564,40
o12,0,84.87282908122636,157.0305885281517,80
o13,0,117.55314618780528,163.63505145290836,120
o14,0,153.58069148188082,171.59956944895728,160
o15,0,185.04414448994794,180.3318411949896,200
o16,0,229.11296742290253,193.25296649145074,240
o17,0,276.6852587913308,211.18853388034825,280
o18,0,352.8519023865656,249.23231609859008,320
o19,0,358.31535425971794,261.7592767530044,360
o20,0,412.3165575209156,308.8671746598862,400
