player,day,mean,variance,skill
o0,0,-389.40638351135925,248.65849797909746,-400
o1,0,-330.4280223752306,209.51481667150955,-360
o2,0,-313.75183517570974,194.83549780848142,-320
o3,0,-291.3796985548742,181.1718544257429,-280
o4,0,-228.41383484379148,161.74807931699627,-240
o5,0,-203.08063350211506,153.61234541136437,-200
o6,0,-162.36262192193533,145.11670848859055,-160
o7,0,-116.06622722999833,138.33373427602524,-120
o8,0,-75.8574025938446,133.12218784728216,-80
o9,0,-45.47620687212433,129.4366708610589,-40
o10,0,-2.4436022857922657,126.09400791784653,0
o11,0,52.42405644209956,129.7578112016775,40
o12,0,60.29464527338472,133.4705118940822,80
o13,0,107.10434750428391,138.56494807681685,120
o14,0,166.45060806732783,146.27659549277317,160
o15,0,211.3188134767399,155.9182426257688,200
o16,0,245.7156403685986,166.20038465111784,240
o17,0,287.91015456965044,181.26779074777343,280
o18,0,301.4456379775172,191.55489554591801,320
o19,0,359.3982822132723,222.02352820992655,360
o20,0,383.2091693691285,244.361685381947,400
