player,day,mean,variance,skill
o0,0,-411.04921805326615,263.6871128857363,-400
o1,0,-382.85723865996226,235.75338250674616,-360
o2,0,-331.22803226346286,203.47727948991303,-320
o3,0,-286.8650466680542,182.81152932923467,-280
o4,0,-234.51996427787157,165.97274598980843,-240
o5,0,-189.54812672955242,154.7287738125795,-200
o6,0,-158.2699865340598,147.2617532802853,-160
o7,0,-114.54220173434685,140.29664773989123,-120
o8,0,-67.7885069920159,134.7267580832455,-80
o9,0,-21.377100978615903,130.53536578729341,-40
o10,0,-13.426787790883164,127.66841901970209,0
o11,0,30.972986943742814,130.44067144007025,40
o12,0,63.150050940854996,133.77453888973196,80
o13,0,118.65156624479461,139.1690592771013,120
o14,0,169.9476694533564,146.73683867661683,160
o15,0,210.24787455663443,155.7451797157363,200
o16,0,242.50982316382036,165.82096537893693,240
o17,0,284.38799114951644,180.53812763696595,280
o18,0,314.7181165352435,195.9910191809985,320
o19,0,351.53453680780245,218.4490882066086,360
o20,0,410.2524051523942,262.5256763157632,400
