player,day,mean,variance,skill
o0,0,-379.56051577703334,280.91002799087255,-400
o1,0,-391.6587000401786,278.09852654378915,-360
o2,0,-331.09786115766866,235.13388706519808,-320
o3,0,-281.040103159551,208.8453457893448,-280
o4,0,-230.93640054411773,190.55524561885508,-240
o5,0,-194.06870208102606,179.04883038185653,-200
o6,0,-156.2362090869665,170.6617406794073,-160
o7,0,-134.8697356412483,164.4638316465046,-120
o8,0,-86.97230867298957,158.08879265154636,-80
o9,0,-58.268222849227136,153.69062110715706,-40
o10,0,14.709478131169591,150.38352404559197,0
o11,0,48.05405984035248,154.79611540275286,40
o12,0,77.29383657712768,158.96325694018125,80
o13,0,97.9818602104622,163.82946704284572,120
o14,0,162.18695283531792,173.30327027064206,160
o15,0,199.73460583363615,183.16283827978978,200
o16,0,278.2978485465628,205.58928537706595,240
o17,0,271.1126657768415,209.68039933745337,280
o18,0,337.72659514841695,239.79471020286638,320
o19,0,362.69387063527734,260.63377794817785,360
o20,0,428.82775352387785,317.0742527590545,400
