player,day,mean,variance,skill
o0,0,-400.67383011779003,194.16236409115555,-400
o1,0,-387.5980740632923,181.6286894320368,-360
o2,0,-351.6959785528939,162.85916973789216,-320
o3,0,-273.45341717069425,139.69614764611367,-280
o4,0,-265.4967576448216,134.39169339556733,-240
o5,0,-208.9563066914077,123.58877525424751,-200
o6,0,-159.23745400351547,116.58326014528565,-160
o7,0,-140.54734138581847,112.54183411779076,-120
o8,0,-74.28532392906423,107.14307167215594,-80
o9,0,-44.16681777294747,104.28006763680669,-40
o10,0,-2.922923673701085,101.56220293435312,0
o11,0,58.02096599832467,104.0885409333288,40
o12,0,87.86709297587734,106.71824565508385,80
o13,0,138.8944910225367,110.7950263238573,120
o14,0,163.3532128402043,115.02966656012669,160
o15,0,212.0308716049752,121.8386397930246,200
o16,0,258.8882617158135,131.2693826541394,240
o17,0,273.54823916054,137.69538035674702,280
o18,0,310.9272371551465,149.75049723151153,320
o19,0,381.56980686484434,178.41949998891403,360
o20,0,405.4809782652396,196.62194257376643,400
