player,day,mean,variance,skill
o0,0,-395.2481577049651,177.5132970264963,-400
o1,0,-368.5735451874675,159.25938312886802,-360
o2,0,-316.3385644022742,137.98960818862835,-320
o3,0,-275.90409829961465,125.35125301394628,-280
o4,0,-224.95276097977103,113.83190570464461,-240
o5,0,-190.4574546810286,107.10519411261481,-200
o6,0,-163.9521246252978,102.2881331855787,-160
o7,0,-125.67894329611838,97.62178946081946,-120
o8,0,-74.52164811994746,93.50370740466835,-80
o9,0,-35.173041321966146,90.59820123372049,-40
o10,0,-0.5808553058147593,88.51469786304692,0
o11,0,29.355203607734374,90.6875111493611,40
o12,0,80.03327196271692,93.53255265301463,80
o13,0,135.61946548605425,97.98229808870828,120
o14,0,142.81236289063258,100.8883712810944,160
o15,0,200.10865668058221,108.0821721177844,200
o16,0,242.8500115775636,116.28515697203345,240
o17,0,281.49682599545764,126.06636540803684,280
o18,0,312.0950866946036,136.75265156851484,320
o19,0,346.1695349896289,151.5172468226264,360
o20,0,408.68121871352815,183.37193312656075,400
