player,day,mean,variance,skill
o0,0,-376.87629931027027,210.31284886187296,-400
o1,0,-374.6296849903105,200.52260094260933,-360
o2,0,-322.72377208264805,173.78134677418078,-320
o3,0,-295.55341900241643,160.55671176717507,-280
o4,0,-254.81457028996016,147.18392175310308,-240
o5,0,-196.8601910284164,134.68046959768884,-200
o6,0,-148.8434425496003,126.95634711477605,-160
o7,0,-128.22141724350848,122.79604467712433,-120
o8,0,-76.5896295440755,117.75919819004528,-80
o9,0,-30.58992343040587,114.5876750373968,-40
o10,0,6.302608748584963,112.1843652741073,0
o11,0,35.92321227198688,115.33553707948685,40
o12,0,70.73936598875247,118.65182281185994,80
o13,0,109.49842527427585,123.08903446046597,120
o14,0,154.79171076953494,128.97303955086755,160
o15,0,190.98309610397803,135.7197614293691,200
o16,0,245.4374353485803,147.3700684660528,240
o17,0,300.07142697349525,163.85641544199913,280
o18,0,322.06705625763345,175.2615465848372,320
o19,0,386.91035411287515,207.38397927948722,360
o20,0,417.6964362831079,233.44796459998457,400
