player,day,mean,variance,skill
o0,0,-425.26139223279193,378.7306445405338,-400
o1,0,-392.92604381488246,337.3008984821355,-360
o2,0,-316.7477262126192,278.39735167509355,-320
o3,0,-297.48888220084035,260.8214734244229,-280
o4,0,-239.1446100689229,234.73399729651808,-240
o5,0,-199.180083488546,220.2834596618142,-200
o6,0,-156.83580947752233,207.4840167474433,-160
o7,0,-123.17417327910822,198.9812895623482,-120
o8,0,-65.48444718976052,190.33249941047538,-80
o9,0,-47.94937908567429,184.88634983745555,-40
o10,0,-5.61097596261429,180.10436968896403,0
o11,0,73.034201317862,184.9165471065897,40
o12,0,66.7994288926643,188.17527380214784,80
o13,0,108.2048588877269,194.92204349722095,120
o14,0,169.01095570168286,205.53183918128136,160
o15,0,226.75838735157782,221.5528747230136,200
o16,0,223.21311704450937,226.87709512885255,240
o17,0,294.5760829269901,255.76366868053742,280
o18,0,316.6593684410261,273.7414392481597,320
o19,0,345.2035036541558,300.1936410838401,360
o20,0,415.6029051729742,368.33526574492083,400
