player,day,mean,variance,skill
o0,0,-424.56728174200674,479.19896423474523,-400
o1,0,-353.21211218882604,386.8508362189453,-360
o2,0,-349.5377546472552,370.33551599176906,-320
o3,0,-242.6729131572035,300.9459185460983,-280
o4,0,-240.1904143411331,291.07831127699467,-240
o5,0,-191.0487244334038,268.7670972016681,-200
o6,0,-141.97904851848688,252.989342554571,-160
o7,0,-141.8826633988792,247.34928547608007,-120
o8,0,-63.58123361498496,234.89914934253196,-80
o9,0,-65.56901390438617,229.15521073575616,-40
o10,0,4.899824843000674,221.65433144663814,0
o11,0,53.268097238546545,227.02907698154362,40
o12,0,78.78126925855861,233.6580530339056,80
o13,0,104.17219641844305,240.46435231134237,120
o14,0,171.37777912512317,256.5499827269174,160
o15,0,186.2035907647066,266.2299683544941,200
o16,0,243.87902726848958,289.69933905806846,240
o17,0,299.09281274272126,323.09456411931524,280
o18,0,340.1726045800256,358.2705710654078,320
o19,0,337.19094324084,370.5156602976875,360
o20,0,374.6491216678133,416.44059270386515,400
