player,day,mean,variance,skill
o0,0,-392.2110793008826,176.57148493220882,-400
o1,0,-347.78516527366384,152.99290252972537,-360
o2,0,-343.9447224373784,146.34640163767278,-320
o3,0,-284.2586133369103,127.0053620526011,-280
o4,0,-228.20991987891156,114.64739793401837,-240
o5,0,-185.37315667026297,107.05988691821972,-200
o6,0,-142.80058335341295,100.99445274223166,-160
o7,0,-122.92831507304152,97.2178700191997,-120
o8,0,-76.8780431776417,93.22613970881487,-80
o9,0,-38.655199712631116,90.40763360391763,-40
o10,0,-1.0455142623886233,88.12405300861154,0
o11,0,42.22862765770923,90.37380631033542,40
o12,0,78.70069752706348,93.2352911330884,80
o13,0,108.28209467583977,96.16889488642235,120
o14,0,167.09038478839807,101.7865965515375,160
o15,0,203.99684495999512,107.87052766657669,200
o16,0,223.7487716952287,113.40468716000724,240
o17,0,262.84460546267576,122.88330280160626,280
o18,0,317.95459419874226,138.51817983546658,320
o19,0,363.10666920942526,157.65788906537148,360
o20,0,395.8629912080501,178.01690486121464,400
