player,day,mean,variance,skill
o0,0,-396.02667337344485,172.21895075332324,-400
o1,0,-399.610500688978,167.29367316668305,-360
o2,0,-343.033410337231,143.83731552990844,-320
o3,0,-307.7070756903765,131.36534038328733,-280
o4,0,-241.64769237703987,117.60201885162755,-240
o5,0,-219.39352805272458,112.2460122574025,-200
o6,0,-156.01739392369217,104.80821992344798,-160
o7,0,-131.76423466475325,101.15228896753176,-120
o8,0,-84.17188355126244,97.19928762784542,-80
o9,0,-46.279394442133395,94.546912929029,-40
o10,0,-6.034925388111439,92.25048254168686,0
o11,0,46.678987171625444,94.6026538993309,40
o12,0,98.7571067668327,97.40115227942434,80
o13,0,118.24019515902319,100.10565868333269,120
o14,0,178.77888452982356,105.4222526072223,160
o15,0,215.115269275757,111.12417641088611,200
o16,0,257.4918887457009,118.83047061527554,240
o17,0,290.42592535090483,127.60868392314785,280
o18,0,323.1718006004794,138.23241669436516,320
o19,0,387.85254906789424,162.51673146791953,360
o20,0,414.50098510775166,180.03478847424597,400
