player,day,mean,variance,skill
o0,0,-407.4004964163399,255.26293027788807,-400
o1,0,-358.7596518778283,219.6981246858755,-360
o2,0,-347.1742755927265,207.1866286409935,-320
o3,0,-293.7717612070121,183.2885696684134,-280
o4,0,-246.35010088546588,167.5817798603948,-240
o5,0,-191.84751554223226,155.01522012714673,-200
o6,0,-164.2413201536792,148.29272481170077,-160
o7,0,-130.56959058246036,142.23078103417058,-120
o8,0,-82.27847630982984,136.88946401146436,-80
o9,0,-51.66707901906833,132.98938498812828,-40
o10,0,-2.5205780689817954,129.77263695410747,0
o11,0,51.320121950410744,133.16057026518882,40
o12,0,78.26829710758052,136.98864864701633,80
o13,0,129.63709683580484,142.310026570221,120
o14,0,170.5326798044014,148.9163289011279,160
o15,0,203.3391599242692,156.44393194457612,200
o16,0,246.94302147959738,167.93484376583982,240
o17,0,286.71172229338526,181.74384436663877,280
o18,0,340.46300303503835,204.68703346985458,320
o19,0,360.76468851167414,220.62587527223238,360
o20,0,417.47216986627706,261.88410680619097,400
