player,day,mean,variance,skill
o0,0,-418.9252735366842,206.0254013867823,-400
o1,0,-344.45613721830875,165.89322043002102,-360
o2,0,-322.521195316124,153.63868949686696,-320
o3,0,-273.80253621785084,137.7182324756673,-280
o4,0,-228.4224664483349,126.80266662079806,-240
o5,0,-204.36229913039088,120.74232903671229,-200
o6,0,-171.9923954455894,114.8438666248605,-160
o7,0,-130.78676109412433,109.61649938377822,-120
o8,0,-104.25355693366619,106.02211906853407,-80
o9,0,-44.29028853725106,102.5157564667924,-40
o10,0,-5.0378993145708835,100.24748020113479,0
o11,0,51.693221498349374,102.89603235959379,40
o12,0,88.796399400891,106.3865666808751,80
o13,0,121.62085474489716,110.19154167839743,120
o14,0,168.7352486086767,115.8890006654934,160
o15,0,210.7036099687704,122.97200658324405,200
o16,0,240.64109590243302,130.09545470368914,240
o17,0,283.19036770702394,141.01405752294517,280
o18,0,317.52798547072956,153.3317910779095,320
o19,0,378.1537786277745,178.4056123576225,360
o20,0,414.94608595992736,203.1215985157557,400
