id,black_mean,black_variance,white_mean,white_variance,evidence
1,0.0,60235.272498719016,0.0,60235.272498719016,0.37157009625581233
2,127.88608534763918,45235.630231478055,-127.88608534763915,45235.630231478055,0.27273512270051725
3,0.0,60235.272498719016,0.0,60235.272498719016,0.5000000037826785
4,91.73149103061213,45781.85619823481,-91.73149103061209,45781.8561982348,0.6674850707233909
5,0.0,60235.272498719016,-91.73149103061209,35436.038781896095,0.41519544485104254
14,0.0,60235.272498719016,0.0,60235.272498719016,0.4999999962173215
12,0.0,60235.272498719016,0.0,60235.272498719016,0.6034275486288048
11,0.0,41716.84796939993,0.0,60235.272498719016,0.5000000037826375
10,0.0,60235.272498719016,0.0,41716.84796939993,0.6084316998331285
13,0.0,60235.272498719016,0.0,60235.272498719016,0.5779739313520824
8,0.0,41061.27033645081,0.0,60235.272498719016,0.5819389754322222
7,0.0,60235.272498719016,0.0,60235.272498719016,0.5779739313520824
6,0.0,60235.272498719016,0.0,60235.272498719016,0.4999999962173215
9,0.0,41716.84796939993,0.0,41061.270336450805,0.5000000037825079
15,-91.73149103061209,45781.8561982348,-72.44030855936312,46920.79571636426,0.6284987062720722
16,123.97428233074469,41727.27882814755,-106.5911683241959,25945.783748164726,0.7210578465230375
17,-106.5911683241959,22699.06912525818,0.0,60235.272498719016,0.6019899723780953
18,-106.5911683241959,22699.06912525818,0.0,60235.272498719016,0.7082304941051796
19,91.73149103061209,45781.8561982348,57.24735478961978,48338.91785822366,0.4677559107837115
20,-91.73149103061209,45781.8561982348,0.0,60235.272498719016,0.5824373531251648
21,57.24735478961979,34577.49424856442,0.0,41094.570564384034,0.5565251094568461
29,69.32260907680192,47171.06557399437,-174.86473001482096,22492.553160719686,0.7310985390669952
31,69.32260907680192,37778.932426969084,-189.16832238203838,40134.8053352524,0.366525407069646
30,-174.86473001482096,20113.109912578446,69.32718287855117,47170.68376842927,0.7327423358638998
28,75.76623496570815,46675.31263221608,-174.86473001482096,20113.109912578446,0.36920363745958673
27,-139.3127967119898,45428.7922695938,-174.86473001482096,20113.109912578446,0.585901741310068
25,75.76623496570815,34883.84616859482,145.16549707601496,39358.02847562979,0.6813608455145144
24,0.0,60235.272498719016,3.381542102090668,34722.43284545755,0.6135568420442256
23,-108.52274534335962,42489.194606728015,-174.86473001482096,20113.109912578446,0.47549070273396793
22,145.16549707601496,31570.19419237897,43.569978356553385,50095.49358841977,0.482117042166102
26,145.16549707601496,31570.19419237897,69.32260907680192,37778.932426969084,0.5762667702373634
35,-185.41736359922535,13569.851792787262,-77.8740140312638,26067.076417290944,0.25983896651076915
32,288.1598431473397,35614.9055364278,110.58613406411054,42209.7090192168,0.6689797365650381
33,0.883175283351556,29651.999639383797,-185.41736359922535,12620.93926543222,0.39319863411941103
34,288.1598431473397,28940.42323399324,-77.8740140312638,22763.02244736537,0.253961050567301
63,0.0,60235.272498719016,0.0,60235.272498719016,0.4999999962173215
62,0.0,60235.272498719016,0.0,60235.272498719016,0.4999999962173215
61,0.0,60235.272498719016,0.0,60235.272498719016,0.5000000037826785
57,-107.21483547750633,9852.112640496887,76.1742984977303,28141.39788544644,0.6998755866569462
59,0.0,60235.272498719016,0.0,60235.272498719016,0.4999999962173215
58,0.0,60235.272498719016,0.0,60235.272498719016,0.4999999962173215
64,235.37773339940864,38929.97939141742,73.15567467853998,28869.032225501818,0.3398120335080387
60,-184.55744208393054,40148.19123385292,-58.193513281878104,29329.1530738507,0.37444788146468044
65,74.68299082404613,46752.87826456167,76.1742984977303,23877.19671858013,0.5015029359412924
70,84.91659324865607,46108.02769885699,0.0,40183.58391725463,0.5807720119306787
67,0.0,40183.58391725463,-69.89949501672523,19205.120394079753,0.5728834074714833
68,-107.21483547750631,9292.571421562663,223.13703587675496,19574.600238032035,0.834261919328309
69,-184.55744208393054,31057.214154240224,0.0,40183.58391725463,0.32128693388931245
71,0.0,40183.58391725463,0.0,60235.272498719016,0.5000000037826318
72,-186.1199101444852,40816.12043470158,0.0,40183.58391725463,0.3251058534177132
73,0.0,40183.58391725463,0.0,40183.58391725463,0.49999999621752267
74,0.0,40183.58391725463,-58.1935132818781,24172.794905207124,0.5597061711077992
66,0.0,40183.58391725463,7.0358169922759926,22010.069390123703,0.49269564959807943
56,235.37773339940864,30858.96773286535,-69.89949501672521,16669.46306738756,0.7972447913457146
45,235.37773339940864,30858.96773286535,0.0,40183.58391725463,0.7228630319047739
54,74.68299082404612,33687.30041671214,-107.21483547750631,9292.571421562663,0.30548395068685164
36,235.37773339940864,30858.96773286535,0.0,40183.58391725463,0.7228630319047739
37,0.0,40183.58391725463,76.1742984977303,23877.19671858013,0.5780117205682438
55,0.0,40183.58391725463,7.035816992275986,18629.019901673637,0.5073962464762868
39,84.91659324865608,33889.50651473973,0.0,40183.58391725463,0.5839213563707262
40,0.0,40183.58391725463,0.0,40183.58391725463,0.49999999621752267
41,-58.1935132818781,24172.794905207124,0.0,40183.58391725463,0.5597061786718835
42,0.0,40183.58391725463,73.15567467853998,24187.0983472141,0.5748783759974545
43,74.68299082404612,33687.30041671214,223.13703587675496,18248.900398525533,0.655712900433322
44,-184.55744208393054,31057.214154240224,7.035816992275986,18629.019901673637,0.6988281945411343
38,0.0,40183.58391725463,-69.89949501672521,16669.46306738756,0.4264256282458966
46,0.0,40183.58391725463,76.1742984977303,23877.19671858013,0.5780117205682438
47,0.0,40183.58391725463,0.0,40183.58391725463,0.49999999621752267
48,0.0,40183.58391725463,0.0,40183.58391725463,0.49999999621752267
49,0.0,40183.58391725463,223.13703587675496,18248.900398525533,0.2789016244311159
50,-184.55744208393054,31057.214154240224,0.0,40183.58391725463,0.32128693388931245
51,84.91659324865608,33889.50651473973,0.0,40183.58391725463,0.5839213563707262
52,-186.1199101444852,32460.47560982764,-58.1935132818781,24172.794905207124,0.6328320642515527
53,-69.89949501672521,16669.46306738756,73.15567467853998,24187.0983472141,0.3429482989035
93,73.40893781917187,21990.53707227639,0.0,60235.272498719016,0.5708294237007355
94,73.40893781917188,18715.97338923161,-103.33652880385156,25683.281545870705,0.6884478514105942
95,-103.33652880385156,22011.92968016254,-51.50687192581978,17036.49089119797,0.4411380897368116
96,-103.33652880385156,22011.92968016254,-60.30453007921887,8496.228299661263,0.44905851691957555
98,222.10343379085757,14172.160447889315,0.0,40771.909903550564,0.7227519653983234
99,229.92727258669845,20653.069564745325,65.36993939003169,15615.001858872845,0.6823819443369384
103,248.23776032503253,39061.949012642915,0.0,60235.272498719016,0.7164559176351805
101,-130.46675081799964,17344.419843437994,248.23776032503253,32468.365699950886,0.15455953313929388
102,248.23776032503253,32468.365699950886,-207.5072503693083,25386.323575780178,0.8813573987563796
92,73.40893781917188,18715.97338923161,-207.5072503693083,24089.003616916652,0.7827245425052614
104,-60.30453007921886,7944.263520335809,0.0,45939.12926575269,0.43569862161294115
105,-60.30453007921886,7944.263520335809,65.36993939003169,14135.84382395195,0.3484333776966837
106,65.36993939003169,14135.84382395195,-207.5072503693083,24089.003616916652,0.7806108595877318
100,229.92727258669845,18141.61570366376,0.0,45939.12926575269,0.7229676804524988
