player,day,mean,variance
2,1,-29.11750046759111,71.87743103144385
2,3,-29.284357240509898,31598.983036256985
1,1,29.11750046759101,71.87743103144385
1,3,29.28435724050979,31598.983036256985
3,4,-36.51293963044384,35.97136799929418
3,5,-36.48900285445386,27950.052681185767
4,4,173.13899383707016,35.975685779631924
4,5,173.1888522999385,40243.94635000092
5,5,-129.3887196326366,45251.69633227539
23,1490,-111.35444164240982,8302.075017449295
23,1605,-113.62012801083031,6499.363312226024
23,1723,-110.23932207929113,6244.583058486915
23,1809,-111.7440052530768,6147.503062575421
23,1853,-116.54272104088984,6172.486562203295
23,1980,-136.77484413670592,6429.215823531973
23,2106,-135.27331175457982,6287.962155868347
23,2169,-133.6691632443628,5685.994894074743
23,2190,-128.7505209138804,5573.0379036942195
23,2225,-123.12247511339979,5379.849257127628
23,2288,-128.90263246592326,5364.318167165959
23,2310,-135.07964233471588,5435.212559717472
23,2409,-153.372720911171,5372.983207664003
23,2442,-158.69305996566038,5401.3005859125615
23,2454,-160.27091378247508,5398.389511493489
23,2498,-156.91955012155563,5938.0243361324
23,2526,-158.07183756976636,6280.556189860949
23,2726,-158.83762043486684,7122.253742278042
23,2775,-161.26502876097538,7364.628694248511
23,2834,-163.36914640325847,8095.234904884119
23,2862,-158.8497492316877,8628.5416446897
18,1490,43.9330603339347,3899.6648206021855
18,1510,41.78994173258943,3730.903746344432
18,1512,41.37712449210665,3718.0032643718287
18,1589,14.135734971800304,3089.880024934361
18,1605,11.96782026216424,3005.4017875654813
18,1644,8.43636823112066,3030.8288793601946
18,1707,20.12673842790648,2852.6176489893533
18,1721,24.53709035859534,2800.4198387886636
18,1748,28.665998819879732,2701.770758699756
18,1770,29.597954083391013,2592.2098753096097
18,1826,25.979288941962512,2745.8496266164307
18,1853,26.660912881430534,2826.4163036753735
18,1883,25.432617581044223,2844.825107686285
18,1924,29.152478189186123,2762.4703468609787
18,1980,46.12928082187305,2721.0119291689566
18,2043,56.992414989284924,2670.83014836216
18,2099,44.555564085579476,2515.504297184255
18,2106,42.80414354487776,2467.6256834640535
18,2112,40.57501927680789,2490.3378708729424
18,2162,25.194047551586713,2564.2651605472893
18,2169,23.588926257636487,2554.9097821050123
18,2190,26.339812804945293,2615.6859494582463
18,2225,25.98947217961938,2573.5732616365467
18,2288,29.813347099822646,2552.7146747725283
18,2310,31.513338259331178,2550.9384637931084
18,2351,36.881257873772554,2427.270577597201
18,2379,42.71174540193219,2222.9340432504428
18,2442,45.24404804479755,2108.917771115144
18,2449,44.585857616986736,2193.4640608397453
18,2498,39.30189906394804,2598.461958970536
18,2512,36.41201266303827,2739.354665820204
18,2526,32.15277795318458,2895.2004099444875
18,2596,27.702710113477377,3601.3530843178046
18,2611,22.922907530688,3701.1721722105995
18,2722,-15.559604265178933,4517.603054588591
18,2775,-23.24680195115332,4688.006178147098
18,2813,-27.077489730462577,4864.234231236644
18,2834,-28.160322679428678,5032.898964775106
18,2862,-22.135331885879257,5810.431557726701
21,1490,195.82672277616956,10856.645190437082
21,1589,208.42650765769395,8318.370602020852
21,1605,208.32853215273957,8010.888732125305
21,1826,221.95673494190996,6237.510655325755
21,1853,220.8527701857173,5847.756544402578
21,1883,219.8942459705262,5444.320391848979
21,1924,221.435279945629,5213.725740607145
21,2036,234.1956243378671,4586.230238798412
21,2043,235.50925045259726,4512.798788993915
21,2106,242.62230429169207,4123.171284811505
21,2112,245.01548208107147,4131.546822657977
21,2169,270.83274211285146,4213.68283614305
21,2190,277.2374190268047,4161.943892281724
21,2225,285.68236784550777,3998.4839788350387
21,2247,288.7769702108534,3946.578306758163
21,2288,296.86143309016916,4046.1974639365885
21,2310,303.92926389107515,4109.928437501861
21,2351,314.5659488741768,4130.341375802991
21,2379,316.65433086937327,4142.321997639959
21,2409,320.60066493189544,4078.609977991869
21,2442,321.6069381788376,4090.861069265778
21,2498,328.36228697639,4499.909121618802
21,2512,327.4470690923185,4595.987865236682
21,2565,319.9790185334419,4912.39266336256
21,2611,316.9935688318008,5139.104418780586
21,2722,336.5367274138869,6153.226523644959
21,2834,338.04537130699174,6929.856935800526
21,2862,341.46975394399254,7515.079083266455
6,1490,720.9184695750371,7940.437639178621
6,1510,726.1773771224588,7408.564979278077
6,1512,726.7162691131558,7376.679546790467
6,1605,739.6610857462794,6230.2605200675225
6,1644,733.8820597850671,6317.145991707136
6,1770,730.5334981021729,6003.459415084119
6,1826,736.2856546342151,5865.252253445014
6,1883,737.198816148646,5568.356019361631
6,1924,735.8035404796802,5615.129818816367
6,1980,733.5965481142161,5385.560662865458
6,2043,725.8195179480703,5459.855400535316
6,2106,729.3882111016459,5167.878759689273
6,2112,730.5139423186998,5136.835051945458
6,2169,745.0063007038385,4940.53354977534
6,2183,748.2463398827741,4943.423613402155
6,2190,749.0888259533338,4970.981248264071
6,2225,750.6485245775572,5125.309891884478
6,2247,749.8454967116944,5234.622307190942
6,2310,747.0840996758005,5878.875362612685
6,2351,744.3825417368838,6131.8187505065125
6,2379,740.634031487529,6320.00094804868
6,2409,741.6331058715258,6506.4493679612815
6,2442,735.3135075178369,6993.1052316625055
6,2512,739.3922580840176,8454.65599816808
6,2611,739.3985841091568,10574.90365137018
27,1490,-8.572683321517491,5387.219707050983
27,1510,-5.728521103026498,4949.730366213512
