player,day,mean,variance
2,1,10.05491497154522,71.8717231313109
2,3,9.83893270631533,30259.611131984544
1,1,-10.054914971545228,71.8717231313109
1,3,-9.838932706315338,30259.611131984544
3,4,-35.582879956861646,35.97122492145018
3,5,-35.55724863070681,27901.01339069508
4,4,173.5254645145462,35.97557173219917
4,5,173.574358718776,40232.14707603576
5,5,-130.79291857856177,45269.29812412189
23,1490,-121.36624577099741,8487.425404580763
23,1605,-130.24018909688397,6546.965784036416
23,1723,-124.49955182036305,6507.711117768744
23,1809,-118.44667557846547,6164.448620598489
23,1853,-119.78154811627942,6178.612651071955
23,1980,-128.8829185062195,6600.746185379416
23,2106,-121.56134549261377,6461.794543379735
23,2169,-117.29209107408914,5861.634481808933
23,2190,-110.56539260353262,5750.643817986961
23,2225,-101.41144161214501,5555.303516859414
23,2288,-98.73633475467776,5513.872323123893
23,2310,-103.29726195952018,5552.943050268452
23,2409,-115.32655562547065,5355.472907777517
23,2442,-119.62201795117727,5365.017600708852
23,2454,-121.02287422928725,5345.397242515773
23,2498,-117.39208668574905,5838.449927251759
23,2526,-119.21754513019022,6129.421776821361
23,2726,-119.10888655363202,6694.599087271488
23,2775,-118.454490266815,6926.812019334723
23,2834,-117.26678422491179,7696.147839429064
23,2862,-110.49496128283833,8220.776463959657
18,1490,-44.75998364392016,3861.0612292081055
18,1510,-45.565177068323656,3671.0055182855654
18,1512,-45.812388980662305,3656.7402559734637
18,1589,-66.49007381968308,2997.8839773935324
18,1605,-65.91836564554906,2915.0198321785865
18,1644,-63.8786309638138,2949.1914517471746
18,1707,-36.27424891265086,2843.526505192059
18,1721,-28.677724787940896,2801.069852859181
18,1748,-21.28291739245856,2689.5065306152587
18,1770,-17.416969107559453,2583.9208688893623
18,1826,-16.22254268705144,2719.9361739452556
18,1853,-14.032608060401012,2763.6738354852296
18,1883,-14.500510678297994,2773.530013772517
18,1924,-5.877743397359307,2754.250343727337
18,1980,14.007618447061898,2742.119836486199
18,2043,26.368749528449037,2669.4518757493383
18,2099,15.803625371178779,2521.255626039036
18,2106,14.073959955976969,2470.9499383808015
18,2112,11.59374186014299,2489.2340447910656
18,2162,-5.510190493058541,2546.0139096537414
18,2169,-7.273600151630051,2539.5428968157594
18,2190,-4.862654458789712,2606.858948237824
18,2225,-8.255888213073419,2582.6259885170175
18,2288,-10.54627111344216,2568.347602541184
