player,day,mean,variance
2,1,-26.19270957273344,71.87523358862964
2,3,-26.371643004826847,31026.547556335045
1,1,26.192709572733442,71.87523358862964
1,3,26.371643004826854,31026.547556335045
3,4,-33.77200758817077,35.97094473903743
3,5,-33.74298450032723,27811.147565252675
4,4,174.38707949271782,35.975352171799294
4,5,174.43405527936463,40224.754337311875
5,5,-133.63838068167288,45312.56524091085
23,1490,-116.31686470315101,8295.47859969531
23,1605,-119.11795423781189,6481.641127758276
23,1723,-115.65547329386584,6255.1248364402745
23,1809,-115.9101137907748,6118.107845055889
23,1853,-120.04545422186759,6144.920713334736
23,1980,-138.1968296966637,6426.650536473233
23,2106,-134.9724903086114,6290.558612636369
23,2169,-132.51621060334926,5690.604468033005
23,2190,-127.20337803105207,5578.291591549798
23,2225,-120.71632294315776,5382.259292515501
23,2288,-124.4771927340789,5365.686371227028
23,2310,-130.09710074567812,5432.6722776659235
23,2409,-146.4522406967836,5347.719742402871
23,2442,-151.11974213173576,5372.807757817273
23,2454,-152.49620574662578,5366.832844473426
23,2498,-149.25486177561402,5895.761361031485
23,2526,-150.56802373819934,6228.594526103465
23,2726,-150.98724562883024,7040.640890685814
23,2775,-152.94620811510953,7293.9988418614
23,2834,-154.60608913794988,8024.751607348627
23,2862,-149.75039536184417,8555.755627588505
18,1490,27.993588414246496,3868.6425450305383
18,1510,25.948694560548727,3698.84830785228
18,1512,25.555344841529518,3686.01282361966
18,1589,-0.7638671093121043,3054.6397493385093
18,1605,-2.433632285239542,2972.551122246487
18,1644,-5.2551487764017235,3000.4188510450776
18,1707,8.689600030036114,2837.210099418961
18,1721,13.535147133553592,2787.147678556258
18,1748,18.091704099129437,2689.2559757927993
18,1770,19.667279474152682,2582.3179002615148
18,1826,16.921897576589082,2734.38868486054
18,1853,17.77769355051662,2809.105537764692
18,1883,16.537947633294984,2826.533991057305
18,1924,20.74917720430346,2750.01752369615
18,1980,37.79583469601635,2709.2287466356597
18,2043,49.04686735512075,2654.0053689238607
18,2099,37.5471291391149,2500.4061584889632
18,2106,35.88553090301164,2451.7746001441933
18,2112,33.77284730538145,2473.5082457930057
18,2162,19.065946333624115,2544.7000911518808
18,2169,17.546614682044403,2536.007461459643
18,2190,20.704819958331043,2598.540333515072
18,2225,20.36955902846175,2562.720518024155
18,2288,23.969564188461007,2547.893621405965
18,2310,25.70220356687179,2548.5876379136375
18,2351,31.10679429737273,2427.0751864787926
18,2379,36.57723784701661,2223.0270911113826
18,2442,38.18117705306228,2107.3289241278744
18,2449,37.547269859267026,2191.5958396963315
18,2498,33.092051891052066,2596.801462689651
18,2512,30.425977661379264,2736.7826232105895
18,2526,26.28202807428237,2891.151345973074
18,2596,22.03678394307896,3595.647516534566
18,2611,17.34322280418044,3695.2055885456434
18,2722,-21.685476710076568,4506.559963303947
18,2775,-29.618161790511675,4679.847225670889
18,2813,-33.53157293398729,4858.179416949839
18,2834,-34.680741155076255,5026.815879020654
18,2862,-28.731750132574334,5803.379482056691
21,1490,173.69604233331918,10741.809236453402
21,1589,185.19438979663067,8234.833704267165
21,1605,184.88387048851956,7930.015834462534
21,1826,197.02670610951174,6152.61747298053
21,1853,195.54839167018454,5757.917921994303
21,1883,194.2548552579984,5358.841785254168
21,1924,195.05262862761276,5134.570022597818
21,2036,207.67957297921416,4522.60939503783
21,2043,208.993696997504,4449.265322204164
21,2106,217.06868401527487,4052.599935468972
21,2112,219.6623214514627,4059.819429137657
21,2169,246.73449423722002,4147.984893163555
21,2190,253.60851879383657,4095.933916288091
21,2225,262.762727688578,3929.649314027322
21,2247,266.3390029176252,3870.9248712486824
21,2288,274.62396348939063,3970.5218925386353
21,2310,281.92977668131186,4035.1527813674747
21,2351,292.62445053262604,4066.6438475943432
21,2379,294.82410918168296,4084.195851056319
21,2409,299.03026216217444,4026.492400684146
21,2442,299.9651876336084,4043.6285705761675
21,2498,306.62394456357544,4452.261173054255
21,2512,305.8151722490489,4546.279781695734
